type,properties._leaflet_id,properties.feature_type,geometry.type,geometry.coordinates..109.98559,geometry.coordinates.22.927725,geometry.coordinates..109.983444,geometry.coordinates.22.929702,geometry.coordinates..109.972715,geometry.coordinates.22.921046,geometry.coordinates..109.968681,geometry.coordinates.22.918318,geometry.coordinates..109.953103,geometry.coordinates.22.911164,geometry.coordinates..109.9404,geometry.coordinates.22.906025,geometry.coordinates..109.932289,geometry.coordinates.22.903534,geometry.coordinates..109.929714,geometry.coordinates.22.909622,geometry.coordinates..109.927955,geometry.coordinates.22.913891,geometry.coordinates..109.934263,geometry.coordinates.22.922587,geometry.coordinates..109.931388,geometry.coordinates.22.924959,geometry.coordinates..109.928513,geometry.coordinates.22.926224,geometry.coordinates..109.931774,geometry.coordinates.22.935788,geometry.coordinates..109.932461,geometry.coordinates.22.938397,geometry.coordinates..109.937739,geometry.coordinates.22.938555,geometry.coordinates..109.937954,geometry.coordinates.22.936974,geometry.coordinates..109.939327,geometry.coordinates.22.937725,geometry.coordinates..109.938812,geometry.coordinates.22.939661,geometry.coordinates..109.931645,geometry.coordinates.22.939582,geometry.coordinates..109.929028,geometry.coordinates.22.93152,geometry.coordinates..109.927053,geometry.coordinates.22.925868,geometry.coordinates..109.932461.1,geometry.coordinates.22.922429,geometry.coordinates..109.926839,geometry.coordinates.22.914721,geometry.coordinates..109.926925,geometry.coordinates.22.91227,geometry.coordinates..109.931087,geometry.coordinates.22.903218,geometry.coordinates..109.925766,geometry.coordinates.22.899739,geometry.coordinates..109.921217,geometry.coordinates.22.901953,geometry.coordinates..109.923577,geometry.coordinates.22.90721,geometry.coordinates..109.924736,geometry.coordinates.22.913338,geometry.coordinates..109.925337,geometry.coordinates.22.9165,geometry.coordinates..109.927568,geometry.coordinates.22.923022,geometry.coordinates..109.927998,geometry.coordinates.22.924287,geometry.coordinates..109.926109,geometry.coordinates.22.924366,geometry.coordinates..109.923835,geometry.coordinates.22.916579,geometry.coordinates..109.92259,geometry.coordinates.22.909464,geometry.coordinates..109.920015,geometry.coordinates.22.90302,geometry.coordinates..109.918685,geometry.coordinates.22.90136,geometry.coordinates..109.925551,geometry.coordinates.22.897406,geometry.coordinates..109.932718,geometry.coordinates.22.901913,geometry.coordinates..109.950099,geometry.coordinates.22.90812,geometry.coordinates..109.965076,geometry.coordinates.22.914958,geometry.coordinates..109.977694,geometry.coordinates.22.922152,geometry.coordinates..109.98559.1,geometry.coordinates.22.927725.1
Feature,1862,polygon,Polygon,-109.98559,22.927725,-109.983444,22.929702,-109.972715,22.921046,-109.968681,22.918318,-109.953103,22.911164,-109.9404,22.906025,-109.932289,22.903534,-109.929714,22.909622,-109.927955,22.913891,-109.934263,22.922587,-109.931388,22.924959,-109.928513,22.926224,-109.931774,22.935788,-109.932461,22.938397,-109.937739,22.938555,-109.937954,22.936974,-109.939327,22.937725,-109.938812,22.939661,-109.931645,22.939582,-109.929028,22.93152,-109.927053,22.925868,-109.932461,22.922429,-109.926839,22.914721,-109.926925,22.91227,-109.931087,22.903218,-109.925766,22.899739,-109.921217,22.901953,-109.923577,22.90721,-109.924736,22.913338,-109.925337,22.9165,-109.927568,22.923022,-109.927998,22.924287,-109.926109,22.924366,-109.923835,22.916579,-109.92259,22.909464,-109.920015,22.90302,-109.918685,22.90136,-109.925551,22.897406,-109.932718,22.901913,-109.950099,22.90812,-109.965076,22.914958,-109.977694,22.922152,-109.98559,22.927725
Feature,1050,polygon,Polygon,-109.874954,22.902743,-109.891434,22.901795,-109.903622,22.895311,-109.911003,22.885348,-109.909716,22.882462,-109.911389,22.88175,-109.912634,22.884439,-109.916711,22.881829,-109.933619,22.88859,-109.936624,22.892702,-109.942117,22.894244,-109.940958,22.895983,-109.936323,22.894679,-109.932375,22.889302,-109.919672,22.885111,-109.916368,22.88349,-109.908686,22.893572,-109.912205,22.896181,-109.919715,22.895509,-109.919457,22.897051,-109.912119,22.897327,-109.907827,22.894758,-109.905167,22.897802,-109.894695,22.903771,-109.891734,22.90472,-109.882207,22.903534,-109.875555,22.904997,-109.874954,22.902743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,762,polygon,Polygon,-109.733763,23.003118,-109.734449,23.002012,-109.730759,23.001301,-109.730673,23.003276,-109.733763,23.003118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feature",872,"polygon","Polygon",-109.713335,23.121496,-109.711103,23.121417,-109.711704,23.109655,-109.707756,23.093628,-109.706039,23.090865,-109.706125,23.078547,-109.704709,23.07227,-109.708228,23.070454,-109.708571,23.07148,-109.706683,23.072783,-109.708657,23.079061,-109.7084,23.090707,-109.710331,23.093075,-109.713464,23.109734,-109.713335,23.121496
"Feature",859,"polygon","Polygon",-109.708357,23.164982,-109.709044,23.158196,-109.715223,23.163325,-109.717026,23.161589,-109.709301,23.155513,-109.710331,23.15062,-109.70767,23.149989,-109.706383,23.165061,-109.708357,23.164982
"Feature",835,"polygon","Polygon",-109.947395,22.917765,-109.944906,22.916816,-109.948511,22.909938,-109.950657,22.910729,-109.947395,22.917765
"Feature",1745,"polygon","Polygon",-109.715824,23.483873,-109.716854,23.479622,-109.69162,23.471434,-109.688187,23.51158,-109.589524,23.589554,-109.59094,23.595138,-109.592829,23.594824,-109.591498,23.590812,-109.671021,23.541563,-109.68338,23.643266,-109.705181,23.673298,-109.708443,23.670468,-109.688873,23.64248,-109.677029,23.53755,-109.695911,23.514099,-109.715824,23.483873
"Feature",1101,"polygon","Polygon",-110.297241,24.039096,-110.29707,24.055086,-110.310202,24.106177,-110.313978,24.105785,-110.314064,24.093328,-110.306511,24.061669,-110.302734,24.037685,-110.297241,24.039096
"Feature",1566,"polygon","Polygon",-110.176392,23.361483,-110.168495,23.365265,-110.220337,23.446554,-110.21347,23.46923,-110.220337,23.472064,-110.232353,23.445294,-110.176392,23.361483
"Feature",954,"polygon","Polygon",-110.342216,24.121845,-110.341873,24.130149,-110.32608,24.149886,-110.315523,24.142524,-110.332861,24.126154,-110.331316,24.125135,-110.313892,24.141271,-110.312347,24.122237,-110.309687,24.122315,-110.311832,24.142368,-110.327024,24.152236,-110.344019,24.132263,-110.344706,24.121297,-110.342216,24.121845
